기준년,시도,행정구역,직종_중분류,신규구인인원,신규구직건수,취업건수,구인배율
22년,인천광역시,중구,제조 단순직,853,379,150,2.2506596306068603
22년,인천광역시,중구,농림어업직,131,91,35,1.4395604395604396
22년,인천광역시,동구,관리직(임원·부서장),16,134,41,0.11940298507462686
22년,인천광역시,동구,경영·행정·사무직,578,1350,511,0.42814814814814817
22년,인천광역시,동구,금융·보험직,6,32,8,0.1875
22년,인천광역시,동구,인문·사회과학 연구직,0,1,0,0.0
22년,인천광역시,동구,자연·생명과학 연구직,11,9,0,1.2222222222222223
22년,인천광역시,동구,정보통신 연구개발직 및 공학기술직,12,135,51,0.08888888888888889
22년,인천광역시,동구,건설·채굴 연구개발직 및 공학기술직,21,58,21,0.3620689655172414
22년,인천광역시,동구,제조 연구개발직 및 공학기술직,62,134,56,0.4626865671641791
22년,인천광역시,동구,교육직,5,96,25,0.052083333333333336
22년,인천광역시,동구,법률직,0,15,3,0.0
22년,인천광역시,동구,사회복지·종교직,204,479,189,0.42588726513569936
22년,인천광역시,동구,경찰·소방·교도직,0,7,0,0.0
22년,인천광역시,동구,보건·의료직,41,259,96,0.1583011583011583
22년,인천광역시,동구,예술·디자인·방송직,48,194,72,0.24742268041237114
22년,인천광역시,동구,스포츠·레크리에이션직,0,10,0,0.0
22년,인천광역시,동구,미용·예식 서비스직,1,81,9,0.012345679012345678
22년,인천광역시,동구,여행·숙박·오락 서비스직,0,14,7,0.0
22년,인천광역시,동구,음식 서비스직,108,358,109,0.3016759776536313
22년,인천광역시,동구,경호·경비직,21,218,91,0.0963302752293578
22년,인천광역시,동구,돌봄 서비스직(간병·육아),786,608,378,1.292763157894737
22년,인천광역시,동구,청소 및 기타 개인서비스직,144,537,246,0.2681564245810056
22년,인천광역시,동구,영업·판매직,228,212,63,1.0754716981132075
22년,인천광역시,동구,운전·운송직,381,401,152,0.9501246882793017
22년,인천광역시,동구,건설·채굴직,63,210,56,0.3
22년,인천광역시,동구,기계 설치·정비·생산직,791,295,123,2.68135593220339
22년,인천광역시,동구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),185,135,48,1.3703703703703705
22년,인천광역시,동구,전기·전자 설치·정비·생산직,70,253,85,0.2766798418972332
22년,인천광역시,동구,정보통신 설치·정비직,1,17,8,0.058823529411764705
22년,인천광역시,동구,화학·환경 설치·정비·생산직,50,32,21,1.5625
22년,인천광역시,동구,섬유·의복 생산직,6,21,6,0.2857142857142857
22년,인천광역시,동구,식품가공·생산직,47,60,23,0.7833333333333333
22년,인천광역시,동구,인쇄·목재·공예 및 기타 설치·정비·생산직,31,73,20,0.4246575342465753
22년,인천광역시,동구,제조 단순직,508,341,127,1.4897360703812317
22년,인천광역시,동구,농림어업직,21,60,33,0.35
22년,인천광역시,미추홀구,관리직(임원·부서장),152,937,301,0.1622198505869797
22년,인천광역시,미추홀구,경영·행정·사무직,1452,8968,2951,0.16190900981266726
22년,인천광역시,미추홀구,금융·보험직,11,230,72,0.04782608695652174
22년,인천광역시,미추홀구,인문·사회과학 연구직,3,12,4,0.25
22년,인천광역시,미추홀구,자연·생명과학 연구직,9,60,13,0.15
22년,인천광역시,미추홀구,정보통신 연구개발직 및 공학기술직,47,1132,346,0.04151943462897526
22년,인천광역시,미추홀구,건설·채굴 연구개발직 및 공학기술직,185,464,188,0.39870689655172414
22년,인천광역시,미추홀구,제조 연구개발직 및 공학기술직,329,1277,500,0.2576350822239624
22년,인천광역시,미추홀구,교육직,136,582,141,0.23367697594501718
22년,인천광역시,미추홀구,법률직,36,163,36,0.22085889570552147
22년,인천광역시,미추홀구,사회복지·종교직,880,1981,713,0.4442200908632004
22년,인천광역시,미추홀구,경찰·소방·교도직,0,42,6,0.0
22년,인천광역시,미추홀구,군인,0,11,2,0.0
22년,인천광역시,미추홀구,보건·의료직,583,1934,720,0.3014477766287487
22년,인천광역시,미추홀구,예술·디자인·방송직,144,1798,497,0.08008898776418243
22년,인천광역시,미추홀구,스포츠·레크리에이션직,281,173,35,1.6242774566473988
22년,인천광역시,미추홀구,미용·예식 서비스직,27,911,134,0.029637760702524697
22년,인천광역시,미추홀구,여행·숙박·오락 서비스직,29,194,45,0.14948453608247422
22년,인천광역시,미추홀구,음식 서비스직,719,2513,744,0.2861122164743335
22년,인천광역시,미추홀구,경호·경비직,210,1233,514,0.170316301703163
22년,인천광역시,미추홀구,돌봄 서비스직(간병·육아),4771,3945,2150,1.2093789607097591
22년,인천광역시,미추홀구,청소 및 기타 개인서비스직,1574,2429,1024,0.6480032935364347
22년,인천광역시,미추홀구,영업·판매직,346,1666,414,0.20768307322929172
22년,인천광역시,미추홀구,운전·운송직,682,2088,840,0.32662835249042144
22년,인천광역시,미추홀구,건설·채굴직,384,1442,448,0.26629680998613037
22년,인천광역시,미추홀구,기계 설치·정비·생산직,792,1623,631,0.4879852125693161
22년,인천광역시,미추홀구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),501,714,277,0.7016806722689075
22년,인천광역시,미추홀구,전기·전자 설치·정비·생산직,662,1713,631,0.386456509048453
22년,인천광역시,미추홀구,정보통신 설치·정비직,38,124,37,0.3064516129032258
22년,인천광역시,미추홀구,화학·환경 설치·정비·생산직,213,259,106,0.8223938223938224
22년,인천광역시,미추홀구,섬유·의복 생산직,17,122,19,0.13934426229508196
22년,인천광역시,미추홀구,식품가공·생산직,89,418,139,0.21291866028708134
22년,인천광역시,미추홀구,인쇄·목재·공예 및 기타 설치·정비·생산직,107,410,116,0.26097560975609757
22년,인천광역시,미추홀구,제조 단순직,636,1906,698,0.3336831059811123
22년,인천광역시,미추홀구,농림어업직,260,148,55,1.7567567567567568
22년,인천광역시,연수구,관리직(임원·부서장),115,938,261,0.12260127931769722
22년,인천광역시,연수구,경영·행정·사무직,1880,7396,2071,0.2541914548404543
22년,인천광역시,연수구,금융·보험직,3,299,63,0.010033444816053512
22년,인천광역시,연수구,인문·사회과학 연구직,0,20,6,0.0
22년,인천광역시,연수구,자연·생명과학 연구직,16,102,28,0.1568627450980392
22년,인천광역시,연수구,정보통신 연구개발직 및 공학기술직,114,949,254,0.12012644889357219
22년,인천광역시,연수구,건설·채굴 연구개발직 및 공학기술직,450,378,165,1.1904761904761905
22년,인천광역시,연수구,제조 연구개발직 및 공학기술직,375,1128,415,0.3324468085106383
22년,인천광역시,연수구,교육직,239,723,158,0.330567081604426
22년,인천광역시,연수구,법률직,10,99,23,0.10101010101010101
22년,인천광역시,연수구,사회복지·종교직,578,1642,491,0.3520097442143727
22년,인천광역시,연수구,경찰·소방·교도직,0,29,3,0.0
22년,인천광역시,연수구,군인,0,3,1,0.0
22년,인천광역시,연수구,보건·의료직,592,1474,453,0.4016282225237449
22년,인천광역시,연수구,예술·디자인·방송직,143,1320,307,0.10833333333333334
22년,인천광역시,연수구,스포츠·레크리에이션직,98,176,40,0.5568181818181818
22년,인천광역시,연수구,미용·예식 서비스직,61,431,60,0.14153132250580047
22년,인천광역시,연수구,여행·숙박·오락 서비스직,50,181,41,0.27624309392265195
22년,인천광역시,연수구,음식 서비스직,1607,1790,500,0.8977653631284916
22년,인천광역시,연수구,경호·경비직,405,869,322,0.4660529344073648
22년,인천광역시,연수구,돌봄 서비스직(간병·육아),3273,2334,1128,1.4023136246786632
22년,인천광역시,연수구,청소 및 기타 개인서비스직,1351,1633,747,0.8273116962645438
22년,인천광역시,연수구,영업·판매직,359,1306,297,0.27488514548238896
22년,인천광역시,연수구,운전·운송직,525,1179,413,0.44529262086513993
22년,인천광역시,연수구,건설·채굴직,400,799,253,0.5006257822277848
22년,인천광역시,연수구,기계 설치·정비·생산직,272,1080,374,0.2518518518518518
22년,인천광역시,연수구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),105,364,131,0.28846153846153844
22년,인천광역시,연수구,전기·전자 설치·정비·생산직,465,1027,393,0.4527750730282376
22년,인천광역시,연수구,정보통신 설치·정비직,50,66,17,0.7575757575757576
22년,인천광역시,연수구,화학·환경 설치·정비·생산직,108,181,88,0.5966850828729282
22년,인천광역시,연수구,섬유·의복 생산직,5,64,14,0.078125
22년,인천광역시,연수구,식품가공·생산직,64,308,76,0.2077922077922078
22년,인천광역시,연수구,인쇄·목재·공예 및 기타 설치·정비·생산직,13,300,70,0.043333333333333335
22년,인천광역시,연수구,제조 단순직,331,1174,481,0.2819420783645656
22년,인천광역시,연수구,농림어업직,77,167,62,0.46107784431137727
22년,인천광역시,남동구,관리직(임원·부서장),416,1280,408,0.325
22년,인천광역시,남동구,경영·행정·사무직,5256,10908,3427,0.48184818481848185
22년,인천광역시,남동구,금융·보험직,20,320,73,0.0625
22년,인천광역시,남동구,인문·사회과학 연구직,2,17,2,0.11764705882352941
22년,인천광역시,남동구,자연·생명과학 연구직,24,72,18,0.3333333333333333
22년,인천광역시,남동구,정보통신 연구개발직 및 공학기술직,77,1366,432,0.05636896046852123
22년,인천광역시,남동구,건설·채굴 연구개발직 및 공학기술직,682,562,208,1.2135231316725978
22년,인천광역시,남동구,제조 연구개발직 및 공학기술직,1765,1624,567,1.0868226600985222
22년,인천광역시,남동구,교육직,122,895,190,0.13631284916201117
22년,인천광역시,남동구,법률직,14,164,47,0.08536585365853659
22년,인천광역시,남동구,사회복지·종교직,1029,2877,979,0.35766423357664234
22년,인천광역시,남동구,경찰·소방·교도직,0,44,6,0.0
22년,인천광역시,남동구,군인,0,14,2,0.0
22년,인천광역시,남동구,보건·의료직,866,2562,982,0.33801717408274784
22년,인천광역시,남동구,예술·디자인·방송직,341,2328,560,0.14647766323024056
22년,인천광역시,남동구,스포츠·레크리에이션직,119,216,48,0.5509259259259259
22년,인천광역시,남동구,미용·예식 서비스직,34,1022,161,0.033268101761252444
22년,인천광역시,남동구,여행·숙박·오락 서비스직,13,223,44,0.05829596412556054
22년,인천광역시,남동구,음식 서비스직,1826,3182,909,0.573852922690132
22년,인천광역시,남동구,경호·경비직,579,1560,596,0.37115384615384617
22년,인천광역시,남동구,돌봄 서비스직(간병·육아),7079,5541,3117,1.277567226132467
22년,인천광역시,남동구,청소 및 기타 개인서비스직,2924,3608,1672,0.8104212860310421
22년,인천광역시,남동구,영업·판매직,1198,2086,465,0.5743048897411314
22년,인천광역시,남동구,운전·운송직,2095,2404,902,0.8714642262895175
22년,인천광역시,남동구,건설·채굴직,839,1704,485,0.4923708920187793
22년,인천광역시,남동구,기계 설치·정비·생산직,5421,2027,848,2.6743956586087814
22년,인천광역시,남동구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),4488,920,342,4.878260869565217
22년,인천광역시,남동구,전기·전자 설치·정비·생산직,2119,2125,787,0.9971764705882353
22년,인천광역시,남동구,정보통신 설치·정비직,88,155,53,0.567741935483871
22년,인천광역시,남동구,화학·환경 설치·정비·생산직,1643,412,191,3.987864077669903
22년,인천광역시,남동구,섬유·의복 생산직,97,117,22,0.8290598290598291
22년,인천광역시,남동구,식품가공·생산직,726,623,213,1.1653290529695024
22년,인천광역시,남동구,인쇄·목재·공예 및 기타 설치·정비·생산직,1038,626,154,1.65814696485623
22년,인천광역시,남동구,제조 단순직,6602,2868,1059,2.301952580195258
22년,인천광역시,남동구,농림어업직,200,268,92,0.746268656716418
22년,인천광역시,부평구,관리직(임원·부서장),173,1220,331,0.1418032786885246
22년,인천광역시,부평구,경영·행정·사무직,1500,9913,2831,0.15131645314233835
22년,인천광역시,부평구,금융·보험직,20,379,92,0.052770448548812667
22년,인천광역시,부평구,인문·사회과학 연구직,7,18,5,0.3888888888888889
22년,인천광역시,부평구,자연·생명과학 연구직,0,75,23,0.0
22년,인천광역시,부평구,정보통신 연구개발직 및 공학기술직,35,1367,378,0.025603511338697878
22년,인천광역시,부평구,건설·채굴 연구개발직 및 공학기술직,216,466,177,0.463519313304721
22년,인천광역시,부평구,제조 연구개발직 및 공학기술직,384,1415,511,0.2713780918727915
22년,인천광역시,부평구,교육직,94,883,186,0.10645526613816535
22년,인천광역시,부평구,법률직,1,173,50,0.005780346820809248
22년,인천광역시,부평구,사회복지·종교직,722,2613,875,0.2763107539226942
22년,인천광역시,부평구,경찰·소방·교도직,0,55,8,0.0
22년,인천광역시,부평구,군인,0,8,0,0.0
22년,인천광역시,부평구,보건·의료직,513,2458,835,0.20870626525630595
22년,인천광역시,부평구,예술·디자인·방송직,130,2424,602,0.05363036303630363
22년,인천광역시,부평구,스포츠·레크리에이션직,59,202,41,0.29207920792079206
22년,인천광역시,부평구,미용·예식 서비스직,11,775,131,0.014193548387096775
22년,인천광역시,부평구,여행·숙박·오락 서비스직,1,281,53,0.0035587188612099642
22년,인천광역시,부평구,음식 서비스직,1004,2846,655,0.3527758257203092
22년,인천광역시,부평구,경호·경비직,250,1550,582,0.16129032258064516
22년,인천광역시,부평구,돌봄 서비스직(간병·육아),5164,5298,2778,0.974707436768592
22년,인천광역시,부평구,청소 및 기타 개인서비스직,652,2274,1203,0.28671943711521547
22년,인천광역시,부평구,영업·판매직,428,2462,502,0.17384240454914704
22년,인천광역시,부평구,운전·운송직,817,2091,684,0.3907221425155428
22년,인천광역시,부평구,건설·채굴직,425,2029,512,0.20946278955150321
22년,인천광역시,부평구,기계 설치·정비·생산직,1096,1910,623,0.5738219895287958
22년,인천광역시,부평구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),417,791,256,0.527180783817952
22년,인천광역시,부평구,전기·전자 설치·정비·생산직,885,2324,722,0.38080895008605853
22년,인천광역시,부평구,정보통신 설치·정비직,48,135,41,0.35555555555555557
22년,인천광역시,부평구,화학·환경 설치·정비·생산직,375,335,114,1.1194029850746268
22년,인천광역시,부평구,섬유·의복 생산직,125,314,77,0.3980891719745223
22년,인천광역시,부평구,식품가공·생산직,139,507,120,0.27416173570019725
22년,인천광역시,부평구,인쇄·목재·공예 및 기타 설치·정비·생산직,87,509,108,0.17092337917485265
22년,인천광역시,부평구,제조 단순직,1563,2044,662,0.7646771037181996
22년,인천광역시,부평구,농림어업직,153,209,57,0.7320574162679426
22년,인천광역시,계양구,관리직(임원·부서장),109,740,211,0.1472972972972973
22년,인천광역시,계양구,경영·행정·사무직,1097,6263,1950,0.1751556761935175
22년,인천광역시,계양구,금융·보험직,7,213,54,0.03286384976525822
22년,인천광역시,계양구,인문·사회과학 연구직,0,13,5,0.0
22년,인천광역시,계양구,자연·생명과학 연구직,0,42,9,0.0
22년,인천광역시,계양구,정보통신 연구개발직 및 공학기술직,17,903,290,0.018826135105204873
22년,인천광역시,계양구,건설·채굴 연구개발직 및 공학기술직,133,281,115,0.47330960854092524
22년,인천광역시,계양구,제조 연구개발직 및 공학기술직,150,860,328,0.1744186046511628
22년,인천광역시,계양구,교육직,46,538,105,0.08550185873605948
22년,인천광역시,계양구,법률직,4,109,34,0.03669724770642202
22년,인천광역시,계양구,사회복지·종교직,480,1712,559,0.2803738317757009
22년,인천광역시,계양구,경찰·소방·교도직,0,29,6,0.0
22년,인천광역시,계양구,군인,0,3,0,0.0
22년,인천광역시,계양구,보건·의료직,424,1688,609,0.25118483412322273
22년,인천광역시,계양구,예술·디자인·방송직,61,1645,377,0.03708206686930091
22년,인천광역시,계양구,스포츠·레크리에이션직,8,122,23,0.06557377049180328
22년,인천광역시,계양구,미용·예식 서비스직,16,548,78,0.029197080291970802
22년,인천광역시,계양구,여행·숙박·오락 서비스직,0,134,23,0.0
22년,인천광역시,계양구,음식 서비스직,665,1999,533,0.3326663331665833
22년,인천광역시,계양구,경호·경비직,170,1080,446,0.1574074074074074
22년,인천광역시,계양구,돌봄 서비스직(간병·육아),4005,3273,1624,1.2236480293308891
22년,인천광역시,계양구,청소 및 기타 개인서비스직,1502,1762,851,0.8524404086265607
22년,인천광역시,계양구,영업·판매직,313,1534,336,0.20404172099087353
22년,인천광역시,계양구,운전·운송직,497,1583,576,0.3139608338597599
22년,인천광역시,계양구,건설·채굴직,353,1258,328,0.28060413354531
22년,인천광역시,계양구,기계 설치·정비·생산직,591,1176,402,0.5025510204081632
22년,인천광역시,계양구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),334,495,166,0.6747474747474748
22년,인천광역시,계양구,전기·전자 설치·정비·생산직,478,1466,448,0.32605729877216916
22년,인천광역시,계양구,정보통신 설치·정비직,63,110,26,0.5727272727272728
22년,인천광역시,계양구,화학·환경 설치·정비·생산직,299,175,80,1.7085714285714286
22년,인천광역시,계양구,섬유·의복 생산직,25,205,55,0.12195121951219512
22년,인천광역시,계양구,식품가공·생산직,81,357,71,0.226890756302521
22년,인천광역시,계양구,인쇄·목재·공예 및 기타 설치·정비·생산직,115,395,86,0.2911392405063291
22년,인천광역시,계양구,제조 단순직,629,1561,523,0.4029468289557976
22년,인천광역시,계양구,농림어업직,13,346,141,0.03757225433526012
22년,인천광역시,서구,관리직(임원·부서장),439,1332,380,0.32957957957957956
22년,인천광역시,서구,경영·행정·사무직,5161,12671,3708,0.40730802620156265
22년,인천광역시,서구,금융·보험직,6,357,73,0.01680672268907563
22년,인천광역시,서구,인문·사회과학 연구직,6,15,4,0.4
22년,인천광역시,서구,자연·생명과학 연구직,32,90,23,0.35555555555555557
22년,인천광역시,서구,정보통신 연구개발직 및 공학기술직,128,1370,408,0.09343065693430656
22년,인천광역시,서구,건설·채굴 연구개발직 및 공학기술직,478,559,229,0.855098389982111
22년,인천광역시,서구,제조 연구개발직 및 공학기술직,1124,1561,558,0.7200512491992312
22년,인천광역시,서구,교육직,176,1150,224,0.15304347826086956
22년,인천광역시,서구,법률직,3,184,38,0.016304347826086956
22년,인천광역시,서구,사회복지·종교직,750,2804,869,0.2674750356633381
22년,인천광역시,서구,경찰·소방·교도직,0,76,4,0.0
22년,인천광역시,서구,군인,0,12,3,0.0
22년,인천광역시,서구,보건·의료직,823,2967,950,0.2773845635321874
22년,인천광역시,서구,예술·디자인·방송직,351,2811,678,0.1248665955176094
22년,인천광역시,서구,스포츠·레크리에이션직,82,267,42,0.30711610486891383
22년,인천광역시,서구,미용·예식 서비스직,34,988,142,0.03441295546558704
22년,인천광역시,서구,여행·숙박·오락 서비스직,11,301,70,0.036544850498338874
22년,인천광역시,서구,음식 서비스직,1735,2924,768,0.5933652530779754
22년,인천광역시,서구,경호·경비직,247,1414,638,0.1746817538896747
22년,인천광역시,서구,돌봄 서비스직(간병·육아),4914,4199,2149,1.1702786377708978
22년,인천광역시,서구,청소 및 기타 개인서비스직,1222,2476,1529,0.49353796445880455
22년,인천광역시,서구,영업·판매직,1179,2473,538,0.4767488879902952
22년,인천광역시,서구,운전·운송직,3369,2553,949,1.3196239717978848
22년,인천광역시,서구,건설·채굴직,1376,1784,435,0.7713004484304933
22년,인천광역시,서구,기계 설치·정비·생산직,4623,1964,728,2.3538696537678208
22년,인천광역시,서구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),3985,976,342,4.082991803278689
22년,인천광역시,서구,전기·전자 설치·정비·생산직,2386,2274,775,1.0492524186455585
22년,인천광역시,서구,정보통신 설치·정비직,84,166,52,0.5060240963855421
22년,인천광역시,서구,화학·환경 설치·정비·생산직,1383,374,148,3.697860962566845
22년,인천광역시,서구,섬유·의복 생산직,182,183,36,0.994535519125683
22년,인천광역시,서구,식품가공·생산직,898,575,166,1.5617391304347825
22년,인천광역시,서구,인쇄·목재·공예 및 기타 설치·정비·생산직,1101,693,154,1.5887445887445888
22년,인천광역시,서구,제조 단순직,8227,2684,1053,3.0652011922503726
22년,인천광역시,서구,농림어업직,52,331,101,0.15709969788519637
22년,인천광역시,강화군,관리직(임원·부서장),22,80,19,0.275
22년,인천광역시,강화군,경영·행정·사무직,321,573,178,0.5602094240837696
22년,인천광역시,강화군,금융·보험직,5,22,5,0.22727272727272727
22년,인천광역시,강화군,인문·사회과학 연구직,0,2,0,0.0
22년,인천광역시,강화군,자연·생명과학 연구직,0,3,0,0.0
22년,인천광역시,강화군,정보통신 연구개발직 및 공학기술직,0,53,10,0.0
22년,인천광역시,강화군,건설·채굴 연구개발직 및 공학기술직,33,49,26,0.673469387755102
22년,인천광역시,강화군,제조 연구개발직 및 공학기술직,28,66,28,0.42424242424242425
22년,인천광역시,강화군,교육직,3,63,14,0.047619047619047616
22년,인천광역시,강화군,법률직,0,2,2,0.0
22년,인천광역시,강화군,사회복지·종교직,89,227,66,0.3920704845814978
22년,인천광역시,강화군,경찰·소방·교도직,0,4,1,0.0
22년,인천광역시,강화군,군인,0,1,0,0.0
22년,인천광역시,강화군,보건·의료직,64,159,57,0.4025157232704403
22년,인천광역시,강화군,예술·디자인·방송직,8,86,31,0.09302325581395349
22년,인천광역시,강화군,스포츠·레크리에이션직,8,11,1,0.7272727272727273
22년,인천광역시,강화군,미용·예식 서비스직,0,42,13,0.0
22년,인천광역시,강화군,여행·숙박·오락 서비스직,23,18,5,1.2777777777777777
22년,인천광역시,강화군,음식 서비스직,152,219,63,0.6940639269406392
22년,인천광역시,강화군,경호·경비직,7,130,38,0.05384615384615385
22년,인천광역시,강화군,돌봄 서비스직(간병·육아),234,248,106,0.9435483870967742
22년,인천광역시,강화군,청소 및 기타 개인서비스직,41,200,70,0.205
22년,인천광역시,강화군,영업·판매직,38,119,25,0.31932773109243695
22년,인천광역시,강화군,운전·운송직,104,175,63,0.5942857142857143
22년,인천광역시,강화군,건설·채굴직,46,174,42,0.26436781609195403
22년,인천광역시,강화군,기계 설치·정비·생산직,71,103,27,0.6893203883495146
22년,인천광역시,강화군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),51,41,12,1.2439024390243902
22년,인천광역시,강화군,전기·전자 설치·정비·생산직,33,80,29,0.4125
22년,인천광역시,강화군,정보통신 설치·정비직,0,10,5,0.0
22년,인천광역시,강화군,화학·환경 설치·정비·생산직,80,31,9,2.5806451612903225
22년,인천광역시,강화군,섬유·의복 생산직,0,17,3,0.0
22년,인천광역시,강화군,식품가공·생산직,163,35,10,4.6571428571428575
22년,인천광역시,강화군,인쇄·목재·공예 및 기타 설치·정비·생산직,85,53,16,1.6037735849056605
22년,인천광역시,강화군,제조 단순직,585,200,82,2.925
22년,인천광역시,강화군,농림어업직,222,52,15,4.269230769230769
22년,인천광역시,옹진군,관리직(임원·부서장),4,15,2,0.26666666666666666
22년,인천광역시,옹진군,경영·행정·사무직,29,94,21,0.30851063829787234
22년,인천광역시,옹진군,금융·보험직,0,0,0,0.0
22년,인천광역시,옹진군,인문·사회과학 연구직,0,1,0,0.0
22년,인천광역시,옹진군,자연·생명과학 연구직,0,2,0,0.0
22년,인천광역시,옹진군,정보통신 연구개발직 및 공학기술직,0,5,1,0.0
22년,인천광역시,옹진군,건설·채굴 연구개발직 및 공학기술직,48,8,4,6.0
22년,인천광역시,옹진군,제조 연구개발직 및 공학기술직,1,12,3,0.08333333333333333
22년,인천광역시,옹진군,교육직,0,11,2,0.0
22년,인천광역시,옹진군,법률직,0,2,0,0.0
22년,인천광역시,옹진군,사회복지·종교직,54,45,14,1.2
22년,인천광역시,옹진군,경찰·소방·교도직,0,2,0,0.0
22년,인천광역시,옹진군,군인,0,2,0,0.0
22년,인천광역시,옹진군,보건·의료직,37,18,5,2.0555555555555554
22년,인천광역시,옹진군,예술·디자인·방송직,0,10,1,0.0
22년,인천광역시,옹진군,스포츠·레크리에이션직,0,3,0,0.0
22년,인천광역시,옹진군,미용·예식 서비스직,1,1,1,1.0
22년,인천광역시,옹진군,여행·숙박·오락 서비스직,5,8,0,0.625
22년,인천광역시,옹진군,음식 서비스직,63,61,15,1.0327868852459017
22년,인천광역시,옹진군,경호·경비직,0,15,4,0.0
22년,인천광역시,옹진군,돌봄 서비스직(간병·육아),12,44,16,0.2727272727272727
22년,인천광역시,옹진군,청소 및 기타 개인서비스직,14,55,13,0.2545454545454545
22년,인천광역시,옹진군,영업·판매직,16,18,5,0.8888888888888888
22년,인천광역시,옹진군,운전·운송직,49,22,7,2.227272727272727
22년,인천광역시,옹진군,건설·채굴직,34,44,10,0.7727272727272727
22년,인천광역시,옹진군,기계 설치·정비·생산직,4,27,6,0.14814814814814814
22년,인천광역시,옹진군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),0,7,4,0.0
22년,인천광역시,옹진군,전기·전자 설치·정비·생산직,6,25,4,0.24
22년,인천광역시,옹진군,정보통신 설치·정비직,0,2,1,0.0
22년,인천광역시,옹진군,화학·환경 설치·정비·생산직,6,6,1,1.0
22년,인천광역시,옹진군,섬유·의복 생산직,0,4,2,0.0
22년,인천광역시,옹진군,식품가공·생산직,3,6,0,0.5
22년,인천광역시,옹진군,인쇄·목재·공예 및 기타 설치·정비·생산직,0,7,0,0.0
22년,인천광역시,옹진군,제조 단순직,5,9,7,0.5555555555555556
22년,인천광역시,옹진군,농림어업직,641,22,10,29.136363636363637
22년,광주광역시,동구,관리직(임원·부서장),47,209,52,0.22488038277511962
22년,광주광역시,동구,경영·행정·사무직,1545,1809,540,0.8540630182421227
22년,광주광역시,동구,금융·보험직,42,89,30,0.47191011235955055
22년,광주광역시,동구,인문·사회과학 연구직,4,9,4,0.4444444444444444
22년,광주광역시,동구,자연·생명과학 연구직,5,28,9,0.17857142857142858
22년,광주광역시,동구,정보통신 연구개발직 및 공학기술직,129,245,94,0.5265306122448979
22년,광주광역시,동구,건설·채굴 연구개발직 및 공학기술직,113,151,63,0.7483443708609272
22년,광주광역시,동구,제조 연구개발직 및 공학기술직,52,325,107,0.16
22년,광주광역시,동구,교육직,60,228,49,0.2631578947368421
22년,광주광역시,동구,법률직,30,57,19,0.5263157894736842
22년,광주광역시,동구,사회복지·종교직,278,546,181,0.5091575091575091
22년,광주광역시,동구,경찰·소방·교도직,0,17,0,0.0
22년,광주광역시,동구,보건·의료직,184,670,235,0.2746268656716418
22년,광주광역시,동구,예술·디자인·방송직,295,473,110,0.6236786469344608
22년,광주광역시,동구,스포츠·레크리에이션직,13,41,4,0.3170731707317073
22년,광주광역시,동구,미용·예식 서비스직,2,193,50,0.010362694300518135
22년,광주광역시,동구,여행·숙박·오락 서비스직,26,43,11,0.6046511627906976
22년,광주광역시,동구,음식 서비스직,199,507,91,0.39250493096646943
22년,광주광역시,동구,경호·경비직,39,234,64,0.16666666666666666
22년,광주광역시,동구,돌봄 서비스직(간병·육아),187,301,94,0.6212624584717608
22년,광주광역시,동구,청소 및 기타 개인서비스직,784,243,255,3.2263374485596708
22년,광주광역시,동구,영업·판매직,299,290,51,1.0310344827586206
22년,광주광역시,동구,운전·운송직,99,229,76,0.43231441048034935
22년,광주광역시,동구,건설·채굴직,175,328,59,0.5335365853658537
22년,광주광역시,동구,기계 설치·정비·생산직,60,199,69,0.3015075376884422
22년,광주광역시,동구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),6,34,16,0.17647058823529413
22년,광주광역시,동구,전기·전자 설치·정비·생산직,123,349,88,0.3524355300859599
22년,광주광역시,동구,정보통신 설치·정비직,27,29,9,0.9310344827586207
22년,광주광역시,동구,화학·환경 설치·정비·생산직,3,43,16,0.06976744186046512
22년,광주광역시,동구,섬유·의복 생산직,2,35,6,0.05714285714285714
22년,광주광역시,동구,식품가공·생산직,17,78,17,0.21794871794871795
22년,광주광역시,동구,인쇄·목재·공예 및 기타 설치·정비·생산직,10,32,3,0.3125
22년,광주광역시,동구,제조 단순직,49,181,45,0.27071823204419887
22년,광주광역시,동구,농림어업직,1,30,7,0.03333333333333333
22년,광주광역시,서구,관리직(임원·부서장),98,592,163,0.16554054054054054
22년,광주광역시,서구,경영·행정·사무직,2473,6284,1936,0.39353914704010184
22년,광주광역시,서구,금융·보험직,37,274,67,0.13503649635036497
22년,광주광역시,서구,인문·사회과학 연구직,36,14,8,2.5714285714285716
22년,광주광역시,서구,자연·생명과학 연구직,18,54,11,0.3333333333333333
