기준년,시도,행정구역,직종_중분류,신규구인인원,신규구직건수,취업건수,구인배율
21년,강원도,홍천군,경찰·소방·교도직,0,14,4,0.0
21년,강원도,홍천군,군인,0,4,1,0.0
21년,강원도,홍천군,보건·의료직,43,180,51,0.2388888888888889
21년,강원도,홍천군,예술·디자인·방송직,8,93,25,0.08602150537634409
21년,강원도,홍천군,스포츠·레크리에이션직,19,33,9,0.5757575757575758
21년,강원도,홍천군,미용·예식 서비스직,1,63,7,0.015873015873015872
21년,강원도,홍천군,여행·숙박·오락 서비스직,168,41,20,4.097560975609756
21년,강원도,홍천군,음식 서비스직,243,351,67,0.6923076923076923
21년,강원도,홍천군,경호·경비직,11,137,38,0.08029197080291971
21년,강원도,홍천군,돌봄 서비스직(간병·육아),72,170,54,0.4235294117647059
21년,강원도,홍천군,청소 및 기타 개인서비스직,873,215,77,4.06046511627907
21년,강원도,홍천군,영업·판매직,86,140,42,0.6142857142857143
21년,강원도,홍천군,운전·운송직,95,255,86,0.37254901960784315
21년,강원도,홍천군,건설·채굴직,87,361,48,0.2409972299168975
21년,강원도,홍천군,기계 설치·정비·생산직,52,82,23,0.6341463414634146
21년,강원도,홍천군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),22,28,10,0.7857142857142857
21년,강원도,홍천군,전기·전자 설치·정비·생산직,45,112,29,0.4017857142857143
21년,강원도,홍천군,정보통신 설치·정비직,11,7,2,1.5714285714285714
21년,강원도,홍천군,화학·환경 설치·정비·생산직,28,20,13,1.4
21년,강원도,홍천군,섬유·의복 생산직,0,5,0,0.0
21년,강원도,홍천군,식품가공·생산직,248,90,35,2.7555555555555555
21년,강원도,홍천군,인쇄·목재·공예 및 기타 설치·정비·생산직,5,54,11,0.09259259259259259
21년,강원도,홍천군,제조 단순직,137,199,68,0.6884422110552764
21년,강원도,홍천군,농림어업직,314,398,185,0.7889447236180904
21년,강원도,횡성군,관리직(임원·부서장),14,67,21,0.208955223880597
21년,강원도,횡성군,경영·행정·사무직,517,521,178,0.9923224568138196
21년,강원도,횡성군,금융·보험직,2,12,4,0.16666666666666666
21년,강원도,횡성군,인문·사회과학 연구직,0,0,0,0.0
21년,강원도,횡성군,자연·생명과학 연구직,0,5,0,0.0
21년,강원도,횡성군,정보통신 연구개발직 및 공학기술직,32,25,13,1.28
21년,강원도,횡성군,건설·채굴 연구개발직 및 공학기술직,108,35,14,3.085714285714286
21년,강원도,횡성군,제조 연구개발직 및 공학기술직,45,45,18,1.0
21년,강원도,횡성군,교육직,17,48,12,0.3541666666666667
21년,강원도,횡성군,법률직,0,16,3,0.0
21년,강원도,횡성군,사회복지·종교직,157,179,66,0.8770949720670391
21년,강원도,횡성군,경찰·소방·교도직,0,7,0,0.0
21년,강원도,횡성군,군인,0,2,0,0.0
21년,강원도,횡성군,보건·의료직,62,144,30,0.4305555555555556
21년,강원도,횡성군,예술·디자인·방송직,25,56,13,0.44642857142857145
21년,강원도,횡성군,스포츠·레크리에이션직,57,15,4,3.8
21년,강원도,횡성군,미용·예식 서비스직,3,37,5,0.08108108108108109
21년,강원도,횡성군,여행·숙박·오락 서비스직,145,32,8,4.53125
21년,강원도,횡성군,음식 서비스직,147,218,57,0.6743119266055045
21년,강원도,횡성군,경호·경비직,13,50,26,0.26
21년,강원도,횡성군,돌봄 서비스직(간병·육아),108,168,34,0.6428571428571429
21년,강원도,횡성군,청소 및 기타 개인서비스직,162,118,34,1.3728813559322033
21년,강원도,횡성군,영업·판매직,148,93,25,1.5913978494623655
21년,강원도,횡성군,운전·운송직,147,161,54,0.9130434782608695
21년,강원도,횡성군,건설·채굴직,111,227,88,0.4889867841409692
21년,강원도,횡성군,기계 설치·정비·생산직,202,78,30,2.58974358974359
21년,강원도,횡성군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),94,34,15,2.764705882352941
21년,강원도,횡성군,전기·전자 설치·정비·생산직,22,80,21,0.275
21년,강원도,횡성군,정보통신 설치·정비직,5,7,1,0.7142857142857143
21년,강원도,횡성군,화학·환경 설치·정비·생산직,195,39,16,5.0
21년,강원도,횡성군,섬유·의복 생산직,23,4,0,5.75
21년,강원도,횡성군,식품가공·생산직,518,82,32,6.317073170731708
21년,강원도,횡성군,인쇄·목재·공예 및 기타 설치·정비·생산직,95,40,15,2.375
21년,강원도,횡성군,제조 단순직,852,330,137,2.581818181818182
21년,강원도,횡성군,농림어업직,207,127,62,1.6299212598425197
21년,강원도,영월군,관리직(임원·부서장),41,51,17,0.803921568627451
21년,강원도,영월군,경영·행정·사무직,214,419,156,0.5107398568019093
21년,강원도,영월군,금융·보험직,2,6,1,0.3333333333333333
21년,강원도,영월군,인문·사회과학 연구직,0,1,0,0.0
21년,강원도,영월군,자연·생명과학 연구직,0,4,0,0.0
21년,강원도,영월군,정보통신 연구개발직 및 공학기술직,0,17,3,0.0
21년,강원도,영월군,건설·채굴 연구개발직 및 공학기술직,71,43,17,1.6511627906976745
21년,강원도,영월군,제조 연구개발직 및 공학기술직,36,33,13,1.0909090909090908
21년,강원도,영월군,교육직,15,35,11,0.42857142857142855
21년,강원도,영월군,법률직,0,5,1,0.0
21년,강원도,영월군,사회복지·종교직,172,112,58,1.5357142857142858
21년,강원도,영월군,경찰·소방·교도직,0,10,1,0.0
21년,강원도,영월군,보건·의료직,37,57,16,0.6491228070175439
21년,강원도,영월군,예술·디자인·방송직,19,30,8,0.6333333333333333
21년,강원도,영월군,스포츠·레크리에이션직,2,12,4,0.16666666666666666
21년,강원도,영월군,미용·예식 서비스직,0,12,2,0.0
21년,강원도,영월군,여행·숙박·오락 서비스직,57,30,14,1.9
21년,강원도,영월군,음식 서비스직,62,205,73,0.3024390243902439
21년,강원도,영월군,경호·경비직,20,65,38,0.3076923076923077
21년,강원도,영월군,돌봄 서비스직(간병·육아),66,60,21,1.1
21년,강원도,영월군,청소 및 기타 개인서비스직,281,156,75,1.8012820512820513
21년,강원도,영월군,영업·판매직,45,103,32,0.4368932038834951
21년,강원도,영월군,운전·운송직,54,191,74,0.28272251308900526
21년,강원도,영월군,건설·채굴직,74,279,103,0.26523297491039427
21년,강원도,영월군,기계 설치·정비·생산직,19,49,17,0.3877551020408163
21년,강원도,영월군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),88,39,16,2.2564102564102564
21년,강원도,영월군,전기·전자 설치·정비·생산직,26,33,17,0.7878787878787878
21년,강원도,영월군,정보통신 설치·정비직,3,16,1,0.1875
21년,강원도,영월군,화학·환경 설치·정비·생산직,17,8,3,2.125
21년,강원도,영월군,섬유·의복 생산직,0,7,4,0.0
21년,강원도,영월군,식품가공·생산직,127,29,18,4.379310344827586
21년,강원도,영월군,인쇄·목재·공예 및 기타 설치·정비·생산직,18,27,4,0.6666666666666666
21년,강원도,영월군,제조 단순직,129,105,52,1.2285714285714286
21년,강원도,영월군,농림어업직,147,336,242,0.4375
21년,강원도,평창군,관리직(임원·부서장),15,70,20,0.21428571428571427
21년,강원도,평창군,경영·행정·사무직,188,445,139,0.42247191011235957
21년,강원도,평창군,금융·보험직,2,14,2,0.14285714285714285
21년,강원도,평창군,인문·사회과학 연구직,0,0,1,0.0
21년,강원도,평창군,자연·생명과학 연구직,1,8,1,0.125
21년,강원도,평창군,정보통신 연구개발직 및 공학기술직,0,16,2,0.0
21년,강원도,평창군,건설·채굴 연구개발직 및 공학기술직,22,28,13,0.7857142857142857
21년,강원도,평창군,제조 연구개발직 및 공학기술직,6,43,12,0.13953488372093023
21년,강원도,평창군,교육직,6,45,6,0.13333333333333333
21년,강원도,평창군,법률직,0,3,0,0.0
21년,강원도,평창군,사회복지·종교직,153,91,32,1.6813186813186813
21년,강원도,평창군,경찰·소방·교도직,0,2,0,0.0
21년,강원도,평창군,군인,0,1,0,0.0
21년,강원도,평창군,보건·의료직,44,51,14,0.8627450980392157
21년,강원도,평창군,예술·디자인·방송직,14,42,10,0.3333333333333333
21년,강원도,평창군,스포츠·레크리에이션직,33,33,7,1.0
21년,강원도,평창군,미용·예식 서비스직,0,22,4,0.0
21년,강원도,평창군,여행·숙박·오락 서비스직,14,30,14,0.4666666666666667
21년,강원도,평창군,음식 서비스직,165,243,66,0.6790123456790124
21년,강원도,평창군,경호·경비직,28,56,19,0.5
21년,강원도,평창군,돌봄 서비스직(간병·육아),106,57,12,1.8596491228070176
21년,강원도,평창군,청소 및 기타 개인서비스직,98,335,144,0.29253731343283584
21년,강원도,평창군,영업·판매직,79,73,20,1.082191780821918
21년,강원도,평창군,운전·운송직,51,144,34,0.3541666666666667
21년,강원도,평창군,건설·채굴직,47,196,59,0.23979591836734693
21년,강원도,평창군,기계 설치·정비·생산직,20,48,14,0.4166666666666667
21년,강원도,평창군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),11,22,8,0.5
21년,강원도,평창군,전기·전자 설치·정비·생산직,15,56,19,0.26785714285714285
21년,강원도,평창군,정보통신 설치·정비직,0,3,0,0.0
21년,강원도,평창군,화학·환경 설치·정비·생산직,8,13,9,0.6153846153846154
21년,강원도,평창군,섬유·의복 생산직,1,7,0,0.14285714285714285
21년,강원도,평창군,식품가공·생산직,110,20,8,5.5
21년,강원도,평창군,인쇄·목재·공예 및 기타 설치·정비·생산직,28,12,5,2.3333333333333335
21년,강원도,평창군,제조 단순직,44,70,24,0.6285714285714286
21년,강원도,평창군,농림어업직,100,417,267,0.23980815347721823
21년,강원도,정선군,관리직(임원·부서장),26,71,27,0.36619718309859156
21년,강원도,정선군,경영·행정·사무직,255,474,184,0.5379746835443038
21년,강원도,정선군,금융·보험직,0,16,2,0.0
21년,강원도,정선군,인문·사회과학 연구직,0,1,0,0.0
21년,강원도,정선군,자연·생명과학 연구직,3,2,5,1.5
21년,강원도,정선군,정보통신 연구개발직 및 공학기술직,1,10,1,0.1
21년,강원도,정선군,건설·채굴 연구개발직 및 공학기술직,21,18,7,1.1666666666666667
21년,강원도,정선군,제조 연구개발직 및 공학기술직,51,25,3,2.04
21년,강원도,정선군,교육직,21,48,20,0.4375
21년,강원도,정선군,법률직,4,6,1,0.6666666666666666
21년,강원도,정선군,사회복지·종교직,146,147,58,0.9931972789115646
21년,강원도,정선군,경찰·소방·교도직,0,9,0,0.0
21년,강원도,정선군,군인,0,1,0,0.0
21년,강원도,정선군,보건·의료직,84,90,21,0.9333333333333333
21년,강원도,정선군,예술·디자인·방송직,8,37,12,0.21621621621621623
21년,강원도,정선군,스포츠·레크리에이션직,3,28,5,0.10714285714285714
21년,강원도,정선군,미용·예식 서비스직,1,41,10,0.024390243902439025
21년,강원도,정선군,여행·숙박·오락 서비스직,10,52,17,0.19230769230769232
21년,강원도,정선군,음식 서비스직,98,282,68,0.3475177304964539
21년,강원도,정선군,경호·경비직,57,65,26,0.8769230769230769
21년,강원도,정선군,돌봄 서비스직(간병·육아),87,57,17,1.5263157894736843
21년,강원도,정선군,청소 및 기타 개인서비스직,494,229,73,2.1572052401746724
21년,강원도,정선군,영업·판매직,24,100,36,0.24
21년,강원도,정선군,운전·운송직,58,214,69,0.27102803738317754
21년,강원도,정선군,건설·채굴직,71,269,75,0.26394052044609667
21년,강원도,정선군,기계 설치·정비·생산직,40,31,13,1.2903225806451613
21년,강원도,정선군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),45,22,7,2.0454545454545454
21년,강원도,정선군,전기·전자 설치·정비·생산직,9,46,22,0.1956521739130435
21년,강원도,정선군,정보통신 설치·정비직,1,8,0,0.125
21년,강원도,정선군,화학·환경 설치·정비·생산직,14,5,4,2.8
21년,강원도,정선군,섬유·의복 생산직,0,3,2,0.0
21년,강원도,정선군,식품가공·생산직,78,53,22,1.471698113207547
21년,강원도,정선군,인쇄·목재·공예 및 기타 설치·정비·생산직,1,28,9,0.03571428571428571
21년,강원도,정선군,제조 단순직,87,80,41,1.0875
21년,강원도,정선군,농림어업직,81,209,121,0.3875598086124402
21년,강원도,철원군,관리직(임원·부서장),9,40,17,0.225
21년,강원도,철원군,경영·행정·사무직,162,422,133,0.38388625592417064
21년,강원도,철원군,금융·보험직,6,16,2,0.375
21년,강원도,철원군,자연·생명과학 연구직,3,2,0,1.5
21년,강원도,철원군,정보통신 연구개발직 및 공학기술직,0,19,1,0.0
21년,강원도,철원군,건설·채굴 연구개발직 및 공학기술직,42,25,9,1.68
21년,강원도,철원군,제조 연구개발직 및 공학기술직,37,17,6,2.176470588235294
21년,강원도,철원군,교육직,6,50,8,0.12
21년,강원도,철원군,법률직,2,5,2,0.4
21년,강원도,철원군,사회복지·종교직,314,146,43,2.1506849315068495
21년,강원도,철원군,경찰·소방·교도직,0,5,1,0.0
21년,강원도,철원군,군인,0,0,0,0.0
21년,강원도,철원군,보건·의료직,102,174,50,0.5862068965517241
21년,강원도,철원군,예술·디자인·방송직,18,45,11,0.4
21년,강원도,철원군,스포츠·레크리에이션직,0,8,4,0.0
21년,강원도,철원군,미용·예식 서비스직,0,41,3,0.0
21년,강원도,철원군,여행·숙박·오락 서비스직,11,11,2,1.0
21년,강원도,철원군,음식 서비스직,189,125,39,1.512
21년,강원도,철원군,경호·경비직,4,40,15,0.1
21년,강원도,철원군,돌봄 서비스직(간병·육아),31,93,36,0.3333333333333333
21년,강원도,철원군,청소 및 기타 개인서비스직,31,60,17,0.5166666666666667
21년,강원도,철원군,영업·판매직,94,122,39,0.7704918032786885
21년,강원도,철원군,운전·운송직,85,95,27,0.8947368421052632
